email_subject,sendout_date,email_scope,description,total_email_sent,total_email_delivered,total_email_clicks,total_email_open,total_email_bounces,total_revenue,total_sessions,total_web_bounces,total_transactions,total_visitors,total_session_duration,total_pageviews,global_opt_in,gender,flag_unsubscribe,journeys_ids,users_ids
 ,2020-09-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,6385
 ,2020-10-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,6386
 ,2020-06-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,6387
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,52,6388
 ,2020-05-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,71,6389
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,46,6390
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,43,6391
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,39,6392
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,4889
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,22,6393
 ,2020-11-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,53,6394
 ,2020-01-19,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6395
 ,2020-06-11,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,1239
 ,2020-05-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,6396
 ,2020-11-19,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6397
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,6398
 ,2020-03-10,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,14,6399
 ,2020-08-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,6400
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,34,5127
 ,2020-10-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,3592
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6401
 ,2020-07-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,62,4071
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,5,6402
 ,2020-04-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,36,6403
 ,2019-12-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6404
 ,2020-04-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,36,6405
 ,2020-10-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,38,6406
 ,2020-10-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,6407
 ,2020-04-18,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,33,6408
 ,2020-11-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,44,6409
 ,2019-12-06,Campaign, ,1,0,0,0,1, , , , , , , ,TRUE,u,FALSE,53,6410
 ,2020-09-14,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,f,FALSE,8,6411
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,11,6412
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,3634
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,25,2927
 ,2020-04-01,Campaign, ,1,1,0,1,0, , , , , , , , ,u,FALSE,5,6413
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,9,6414
 ,2020-06-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,28,1152
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,3105
 ,2020-07-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,6415
 ,2020-11-24,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,57,16
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,4896
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,12,617
 ,2020-05-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,32,3321
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6416
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,1,5230
 ,2020-08-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,360
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,6417
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,1,2901
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,10,91
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,3412
 ,2020-05-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,35,6418
 ,2020-10-20,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,53,770
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,1821
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,46
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,12,6419
 ,2020-04-16,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,47,5296
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,9,3335
 ,2020-02-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,54,3089
 ,2020-07-31,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,7,6420
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,2952
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,740
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6421
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6422
 ,2020-07-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,27,6109
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,46,6423
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,6424
 ,2020-07-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,49,6425
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,1,6426
 ,2020-11-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,4663
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,48,6427
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,9,6428
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,51,4048
 ,2020-11-19,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,33,3540
 ,2020-11-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,40,6429
 ,2020-11-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,53,6430
 ,2020-04-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,1885
 ,2020-09-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,48,4048
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,48,4214
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,35,6431
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,3489
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,11,6432
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,11,6433
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,6434
 ,2020-05-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,35,3445
 ,2019-12-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,3446
 ,2020-08-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,6435
 ,2020-09-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,38,6436
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,67
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,34,675
 ,2020-11-19,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,64,6437
 ,2020-11-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,44,6438
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,6439
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6440
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,6441
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,19,3388
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6442
 ,2020-05-01,Campaign, ,1,0,0,0,1, , , , , , , ,TRUE,m,FALSE,10,6443
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,6444
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,3495
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,5439
 ,2020-03-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,14,2793
 ,2020-05-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,32,6445
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,22,6446
 ,2020-04-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,83,3908
 ,2020-11-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,4072
 ,2020-11-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,57,6447
 ,2019-12-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,548
 ,2020-11-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6448
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,51,6449
 ,2020-05-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,66,3515
 ,2020-08-30,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,14,3397
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,48,3510
 ,2020-11-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,53,6450
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,6451
 ,2020-11-11,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6452
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,6453
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,20,3203
 ,2020-05-26,Campaign, ,1,1, , , , , , , , , , ,FALSE,u,FALSE,71,6454
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,26,6455
 ,2020-09-14,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,8,6456
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2056
 ,2020-05-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,10,6457
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,6458
 ,2020-09-14,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,8,6459
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,6460
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6461
 ,2020-05-03,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,10,6462
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,9,6463
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6464
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,3,1917
 ,2020-09-14,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,8,3960
 ,2020-09-29,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,25,15
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6465
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,6466
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,12,4286
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,19,6467
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,13,6468
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,22,3447
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6469
 ,2020-10-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,31,6470
 ,2020-11-02,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,f,FALSE,53,6471
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,13,6472
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,6473
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6474
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,6475
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,28,5548
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,2112
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,6476
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6477
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,6478
 ,2020-08-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,6479
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6480
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,5152
 ,2020-09-06,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,6481
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,6482
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,13,4266
 ,2020-10-06,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,38,2162
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,43,6483
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,9,6484
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,6485
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,3,1495
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,6486
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6487
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,4022
 ,2020-11-05,Campaign, ,1,1,0,6,0, , , , , , , ,TRUE,f,FALSE,9,4014
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6488
 ,2020-09-14,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,u,FALSE,8,6489
 ,2019-12-17,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,4,6490
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,350
 ,2020-09-29,Campaign, ,1,1,1,1,0, , , , , , , ,TRUE,m,FALSE,25,2573
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,6491
 ,2020-08-13,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,u,FALSE,2,5623
 ,2020-05-03,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,10,6492
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6493
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,7,6494
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6495
 ,2020-07-31,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,7,475
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,6444
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,58,6496
 ,2020-08-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,29,6497
 ,2020-11-26,Campaign, ,1,1,0,5,0, , , , , , , ,TRUE,m,FALSE,44,6498
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,4313
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,6499
 ,2020-02-19,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,6264
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,52,3992
 ,2020-06-30,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,53,5682
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,4599
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,6500
 ,2020-08-08,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,26,1121
 ,2020-09-17,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,45,6501
 ,2020-05-28,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,f,FALSE,32,6502
 ,2020-10-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,40,5017
 ,2020-11-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,57,6503
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,18,6504
 ,2020-07-23,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,49,2026
 ,2020-09-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,40,6505
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,6506
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,599
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,11,6507
 ,2020-08-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,6508
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,6509
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6510
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,6511
 ,2020-10-28,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,31,6512
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,6513
 ,2020-09-17,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,6514
 ,2020-08-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,26,5627
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,22,3919
 ,2020-09-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,15,3138
 ,2020-03-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,27,5945
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6515
 ,2020-09-14,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,u,FALSE,8,6516
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,6517
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,6518
 ,2020-05-03,Campaign, ,1,1,0,1,0, , , , , , , , ,u,FALSE,10,6519
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,11,4666
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,1983
 ,2020-06-23,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,33,3096
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,3482
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,4096
 ,2020-08-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,2698
 ,2020-04-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,3087
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,6520
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,6521
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,34,4375
 ,2020-11-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,57,6522
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,5891
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,52,6523
 ,2020-03-24,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,u,FALSE,20,6524
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,58,4907
 ,2020-01-14,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,14,243
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2699
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6525
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6526
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,19,3774
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,6527
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6528
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,6529
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,5226
 ,2020-11-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,44,6530
 ,2020-11-06,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,445
 ,2020-01-16,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,65,5772
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,6531
 ,2020-09-06,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,14,6532
 ,2020-10-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,21,6533
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,6534
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,17,6535
 ,2020-06-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,5826
 ,2020-10-23,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,52,6536
 ,2020-10-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,37,6537
 ,2020-07-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,6538
 ,2020-11-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,6539
 ,2020-01-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,636
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,35,277
 ,2020-03-12,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,80,4044
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,6540
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,58,2205
 ,2020-09-15,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,6541
 ,2020-10-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,6162
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,58,6542
 ,2020-11-09,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,u,FALSE,58,6543
 ,2020-07-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,49,6544
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,3707
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,48,1986
 ,2020-10-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,51,6545
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,52,6546
 ,2020-11-09,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,58,106
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,21,4419
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,6547
 ,2020-04-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,36,6548
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,34,6549
 ,2019-12-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,53,873
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,6550
 ,2020-10-06,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,6147
 ,2020-04-02,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,53,6551
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,3191
 ,2019-12-17,Campaign, ,1,1,1,4,0, ,1, , ,1,553,4,TRUE,u,FALSE,4,1634
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,46,1482
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,6552
